age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
65,blue-collar,divorced,unknown,no,53610,yes,no,telephone,21,may,3685,27,-1,4,success,no
84,retired,divorced,secondary,no,25459,no,no,unknown,17,jun,4725,48,-1,0,unknown,yes
37,unknown,divorced,primary,no,75911,yes,no,telephone,1,apr,3777,25,-1,3,success,yes
84,entrepreneur,married,primary,no,55683,no,no,cellular,21,sep,3222,57,-1,0,other,yes
23,unknown,single,secondary,no,49635,no,no,cellular,1,feb,940,21,-1,4,failure,no
35,technician,divorced,secondary,no,93966,no,no,telephone,22,sep,4591,46,-1,2,unknown,yes
58,student,single,secondary,no,33504,yes,no,telephone,17,jan,2094,28,-1,1,other,no
21,unknown,single,unknown,no,60757,yes,yes,unknown,19,nov,3065,43,-1,4,failure,yes
84,technician,divorced,unknown,no,-3209,no,yes,cellular,19,apr,3009,12,-1,4,unknown,no
85,admin.,divorced,unknown,no,70227,yes,no,cellular,10,jul,1212,60,-1,3,other,no
60,housemaid,divorced,unknown,no,52193,yes,no,unknown,20,mar,2966,19,-1,4,success,yes
41,unknown,single,primary,no,88358,no,no,cellular,7,feb,1922,34,300,0,failure,yes
25,housemaid,single,secondary,no,28620,no,no,unknown,24,jan,1719,44,297,4,failure,no
66,services,divorced,tertiary,no,93796,yes,yes,cellular,3,dec,4224,42,-1,3,success,yes
59,self-employed,divorced,primary,no,55322,no,no,unknown,5,feb,3551,35,-1,0,failure,no
77,blue-collar,single,primary,no,14910,no,no,unknown,22,jan,2407,55,-1,2,unknown,no
64,management,single,unknown,no,9640,yes,no,telephone,2,jul,94,62,-1,3,success,no
28,unknown,single,secondary,no,13542,no,no,unknown,31,dec,3487,49,-1,4,other,no
27,student,married,secondary,no,25217,yes,no,unknown,1,jan,3631,12,-1,3,success,yes
78,unemployed,single,secondary,no,52552,yes,no,unknown,17,apr,819,49,783,1,success,no
30,unemployed,single,tertiary,no,87507,yes,no,unknown,31,jul,3723,32,-1,1,success,yes
91,housemaid,divorced,unknown,no,101506,yes,no,telephone,21,jun,1966,34,-1,4,failure,no
26,unknown,single,secondary,no,66604,no,no,telephone,20,feb,3604,60,302,5,other,no
74,blue-collar,married,secondary,no,45916,no,no,telephone,22,dec,4129,34,-1,3,failure,yes
94,student,divorced,unknown,no,59463,yes,yes,telephone,22,may,3444,54,-1,4,success,yes
52,admin.,single,primary,no,28399,yes,no,unknown,6,sep,4628,41,-1,3,success,yes
22,blue-collar,married,tertiary,no,18936,yes,no,cellular,10,jun,375,6,-1,2,other,no
86,blue-collar,divorced,primary,no,51098,no,no,unknown,6,aug,1595,45,-1,2,failure,no
32,housemaid,single,unknown,no,83029,no,no,unknown,7,nov,292,32,-1,2,success,no
59,management,single,primary,no,-917,no,no,cellular,7,apr,848,35,330,0,success,no
94,management,divorced,secondary,no,4195,yes,yes,telephone,20,oct,1837,20,-1,3,unknown,no
76,self-employed,divorced,primary,no,11492,no,yes,unknown,29,apr,115,12,-1,1,success,no
21,management,single,unknown,no,15092,yes,no,unknown,18,apr,1948,47,209,5,failure,no
81,entrepreneur,single,unknown,no,8381,yes,no,telephone,1,jan,626,16,181,5,failure,no
30,student,divorced,unknown,no,6320,no,no,unknown,22,may,557,6,-1,2,failure,no
76,retired,married,secondary,no,-4930,yes,yes,cellular,17,aug,4110,32,-1,3,success,yes
66,self-employed,divorced,unknown,no,30316,yes,no,unknown,25,aug,3660,45,-1,0,failure,yes
40,retired,single,primary,no,71443,no,yes,telephone,12,jun,2241,13,-1,3,other,yes
51,technician,divorced,primary,no,9268,yes,yes,cellular,14,may,2790,23,-1,5,failure,yes
27,entrepreneur,single,tertiary,no,27802,yes,no,unknown,21,mar,1434,27,526,3,success,no
94,unemployed,divorced,unknown,no,99057,no,no,unknown,22,nov,2388,59,-1,5,unknown,no
36,technician,married,primary,no,10538,yes,yes,telephone,7,may,3815,10,-1,0,other,yes
42,services,divorced,unknown,no,100600,no,no,telephone,19,apr,2565,58,-1,5,failure,yes
57,unknown,married,secondary,no,48346,no,no,telephone,30,dec,3902,10,-1,2,success,yes
70,unknown,single,secondary,no,71658,no,no,unknown,3,aug,2384,37,-1,0,success,yes
57,student,married,unknown,no,27578,yes,no,telephone,11,nov,1781,54,-1,3,failure,no
57,services,divorced,unknown,no,27703,no,no,cellular,17,may,4401,57,-1,3,success,yes
63,services,divorced,secondary,no,35231,yes,yes,telephone,29,jun,4433,35,-1,0,other,yes
84,unknown,married,secondary,no,6072,yes,no,cellular,31,sep,1124,32,800,2,unknown,no
48,unknown,divorced,secondary,no,26708,no,no,cellular,19,dec,2278,50,-1,5,success,yes
82,self-employed,married,tertiary,no,90376,no,no,cellular,17,oct,3799,58,687,1,other,yes
79,management,single,tertiary,no,-7562,yes,yes,unknown,13,jun,1284,1,-1,0,success,yes
92,entrepreneur,married,tertiary,no,54931,no,no,telephone,14,aug,3683,17,-1,4,failure,no
89,services,married,secondary,no,67716,yes,no,cellular,23,may,4425,18,515,4,failure,yes
80,services,married,unknown,no,7550,no,no,unknown,17,jun,1160,53,-1,2,unknown,no
37,technician,single,secondary,no,4175,yes,yes,telephone,18,may,752,2,-1,1,unknown,no
78,unemployed,single,primary,no,52775,yes,no,unknown,27,feb,4647,8,-1,5,other,yes
75,admin.,divorced,tertiary,no,16105,no,no,telephone,5,nov,4899,1,-1,5,success,yes
40,entrepreneur,married,secondary,no,99587,no,no,unknown,30,feb,4223,61,-1,0,other,yes
70,unemployed,divorced,tertiary,no,12934,no,no,cellular,22,apr,3016,3,-1,4,other,yes
37,student,married,secondary,no,6400,no,no,cellular,19,apr,420,17,-1,2,unknown,no
58,retired,married,unknown,no,28450,no,no,telephone,18,mar,4502,33,-1,1,unknown,yes
80,blue-collar,married,secondary,no,28513,no,no,unknown,18,jun,978,22,-1,2,failure,no
32,blue-collar,married,secondary,no,9621,no,no,unknown,18,dec,879,6,-1,2,other,no
44,services,single,unknown,no,65149,no,no,unknown,11,apr,3527,27,514,3,failure,yes
80,management,divorced,primary,no,30164,yes,no,unknown,23,sep,1914,51,-1,5,success,no
53,retired,divorced,tertiary,no,49975,yes,no,cellular,8,sep,4268,19,-1,0,failure,no
92,management,divorced,tertiary,no,18759,no,no,cellular,21,oct,4295,33,-1,3,success,yes
18,management,single,tertiary,no,2608,yes,yes,telephone,17,aug,3961,30,285,0,failure,no
74,retired,married,unknown,no,-1267,yes,no,cellular,12,sep,4117,16,475,0,failure,no
81,self-employed,single,primary,no,-2191,yes,no,cellular,25,oct,2685,1,773,1,failure,yes
89,housemaid,divorced,tertiary,no,87761,no,yes,unknown,10,sep,4288,53,-1,4,success,yes
30,technician,married,tertiary,no,21088,yes,no,unknown,21,jul,4502,63,-1,2,failure,no
94,entrepreneur,married,unknown,no,25613,no,no,telephone,8,feb,1379,33,-1,2,failure,no
48,retired,divorced,primary,no,55716,no,no,cellular,7,jul,2091,53,26,5,unknown,no
45,admin.,married,unknown,no,2481,yes,yes,cellular,18,oct,3038,23,-1,1,failure,yes
45,student,divorced,primary,no,58073,yes,no,cellular,31,may,4226,60,-1,4,unknown,no
67,self-employed,divorced,unknown,no,49367,no,no,cellular,10,mar,1916,36,2,4,success,yes
69,admin.,single,tertiary,no,79060,no,no,telephone,4,aug,1279,51,-1,3,success,no
54,management,single,secondary,no,5560,no,yes,unknown,4,feb,1577,43,-1,5,failure,no
23,management,married,primary,no,-6120,no,no,cellular,16,sep,3933,59,-1,5,success,yes
94,technician,single,unknown,no,77040,yes,no,unknown,25,dec,2558,36,-1,0,failure,no
35,services,divorced,tertiary,no,32706,yes,no,unknown,23,jun,1254,54,-1,1,success,no
25,blue-collar,divorced,tertiary,no,-1227,no,no,telephone,7,jan,3517,59,-1,2,unknown,no
64,entrepreneur,single,unknown,no,53200,yes,no,telephone,26,apr,3246,48,-1,3,success,yes
50,self-employed,divorced,secondary,no,43109,no,no,telephone,6,jan,2550,23,-1,1,unknown,no
66,unemployed,divorced,unknown,no,96606,no,no,unknown,18,jun,3048,6,-1,3,failure,yes
86,retired,married,secondary,no,95820,yes,no,unknown,27,apr,1133,26,-1,5,failure,yes
25,housemaid,single,secondary,no,51285,yes,no,cellular,26,oct,898,44,-1,0,unknown,no
40,self-employed,single,unknown,no,9486,yes,yes,telephone,22,nov,3972,55,-1,5,success,yes
58,self-employed,single,tertiary,no,74269,no,yes,telephone,11,jun,3345,49,-1,2,failure,no
79,housemaid,divorced,secondary,no,14150,no,no,telephone,24,dec,4809,41,-1,5,failure,yes
64,entrepreneur,divorced,secondary,no,84178,yes,yes,telephone,12,jun,4618,34,-1,4,unknown,yes
47,unemployed,single,primary,no,58051,yes,yes,telephone,11,feb,1784,61,-1,0,other,no
65,student,married,unknown,no,30986,no,no,unknown,17,nov,2275,16,-1,5,unknown,no
94,student,divorced,secondary,no,99783,yes,no,cellular,20,may,4177,50,-1,0,failure,yes
55,admin.,divorced,secondary,no,48574,no,no,cellular,7,nov,16,35,649,1,success,no
86,unemployed,divorced,tertiary,no,34441,no,no,cellular,29,sep,4249,33,-1,3,success,yes
78,housemaid,single,tertiary,no,12788,no,no,telephone,27,dec,825,26,-1,5,unknown,no
41,housemaid,married,secondary,no,63350,no,yes,telephone,9,aug,1281,40,83,1,other,no
37,housemaid,single,primary,no,21688,no,no,cellular,8,aug,2370,63,869,3,other,no
78,unemployed,married,tertiary,no,8754,yes,yes,cellular,3,mar,3469,26,-1,0,success,yes
34,unknown,single,tertiary,no,5016,yes,no,telephone,13,apr,1740,8,-1,2,unknown,yes
44,self-employed,divorced,unknown,no,62553,yes,no,unknown,6,apr,4616,9,-1,1,failure,yes
36,unknown,married,tertiary,no,93320,yes,yes,unknown,29,apr,3850,12,-1,2,unknown,yes
65,unemployed,divorced,primary,no,19792,no,no,cellular,28,aug,3639,26,-1,4,other,yes
40,unemployed,married,primary,no,15908,yes,no,unknown,26,nov,3800,1,-1,4,other,yes
69,student,married,primary,no,59461,yes,no,cellular,9,jan,147,18,272,4,unknown,no
90,services,divorced,secondary,no,7724,no,no,cellular,22,aug,4047,44,-1,0,unknown,yes
82,retired,married,secondary,no,1752,no,no,cellular,16,oct,2973,43,-1,4,unknown,no
91,technician,divorced,secondary,no,62125,yes,no,cellular,9,jun,916,43,-1,3,unknown,no
19,services,divorced,tertiary,no,49746,no,no,telephone,17,apr,3829,43,-1,0,other,yes
53,admin.,married,unknown,no,-4852,yes,no,unknown,6,jun,519,5,-1,5,unknown,no
35,admin.,married,primary,no,18114,yes,no,cellular,30,oct,3040,60,-1,4,success,yes
89,self-employed,married,secondary,no,13823,yes,no,telephone,6,nov,2800,19,-1,4,other,no
73,housemaid,married,tertiary,no,66987,no,no,unknown,10,sep,141,6,-1,2,unknown,no
42,technician,divorced,unknown,no,65226,no,no,cellular,7,jun,1843,52,-1,4,success,yes
61,retired,divorced,secondary,no,74243,no,no,telephone,17,aug,591,30,-1,1,other,no
65,self-employed,divorced,primary,no,2922,yes,yes,cellular,21,sep,4656,22,581,4,success,yes
56,unemployed,divorced,primary,no,85295,no,yes,unknown,30,oct,3943,26,-1,3,other,yes
54,unemployed,divorced,primary,no,15024,yes,no,unknown,13,feb,4899,37,-1,3,other,yes
22,unemployed,divorced,secondary,no,101163,yes,no,unknown,7,jan,2400,34,353,4,failure,no
53,housemaid,divorced,primary,no,87910,no,no,unknown,1,may,1617,1,-1,1,other,no
45,student,single,tertiary,no,42529,yes,no,telephone,19,apr,4712,8,595,0,success,yes
81,services,divorced,secondary,no,78420,no,no,unknown,31,aug,1509,60,849,3,success,yes
85,entrepreneur,married,secondary,no,65765,no,yes,telephone,2,jul,2041,31,-1,4,other,no
76,admin.,single,primary,no,77101,yes,no,telephone,31,dec,657,63,175,1,success,no
20,self-employed,divorced,unknown,no,-5974,no,yes,telephone,9,oct,4041,42,-1,3,success,yes
83,technician,married,secondary,no,1222,yes,no,telephone,29,feb,589,47,416,5,other,no
48,unemployed,married,tertiary,no,91559,no,no,cellular,3,nov,174,20,-1,3,success,no
50,admin.,married,primary,no,77955,yes,no,telephone,28,oct,4098,53,-1,0,unknown,no
91,student,married,unknown,no,59731,yes,no,cellular,11,may,4136,41,-1,5,success,yes
85,entrepreneur,single,primary,no,26358,yes,no,unknown,9,jan,4199,48,316,5,success,yes
21,housemaid,divorced,secondary,no,38347,no,no,telephone,7,oct,4225,17,-1,4,failure,yes
46,retired,married,tertiary,no,35236,yes,no,telephone,5,mar,697,37,816,3,success,no
76,admin.,divorced,secondary,no,39774,yes,yes,telephone,25,mar,1781,24,-1,3,success,yes
60,services,divorced,unknown,no,61110,no,no,cellular,3,jun,3764,58,-1,3,unknown,no
38,admin.,divorced,tertiary,no,75379,no,yes,unknown,15,jan,1522,58,-1,2,success,no
58,housemaid,divorced,tertiary,no,34203,no,no,cellular,30,may,3828,23,-1,3,other,yes
85,entrepreneur,married,primary,no,83681,no,no,telephone,13,mar,4475,2,-1,3,unknown,yes
35,self-employed,single,unknown,no,1950,no,no,telephone,26,jan,4728,16,-1,4,unknown,yes
76,student,divorced,secondary,no,80869,no,no,cellular,22,nov,3825,18,-1,5,other,yes
75,entrepreneur,divorced,unknown,no,66412,no,no,telephone,25,apr,3921,2,-1,4,other,yes
87,blue-collar,single,unknown,no,48164,yes,no,unknown,30,jul,2941,59,-1,5,success,yes
41,retired,divorced,tertiary,no,33256,no,no,cellular,4,oct,384,30,508,2,other,no
34,self-employed,divorced,secondary,no,32826,no,yes,unknown,10,jun,2146,10,-1,4,failure,no
60,student,married,secondary,no,31649,no,no,telephone,10,apr,4689,39,-1,2,failure,yes
59,unemployed,divorced,tertiary,no,96009,yes,no,unknown,3,sep,4486,26,780,4,other,yes
49,unemployed,married,tertiary,no,-5053,yes,no,cellular,4,sep,1173,12,-1,1,failure,no
78,retired,single,secondary,no,61761,yes,no,telephone,4,jan,3675,29,-1,4,other,yes
80,services,married,unknown,no,100795,no,no,unknown,30,oct,1510,38,-1,0,unknown,no
37,entrepreneur,divorced,unknown,no,51801,no,no,cellular,27,feb,2050,42,-1,4,success,yes
80,retired,married,primary,no,62308,no,yes,unknown,19,sep,3192,15,-1,1,unknown,no
35,entrepreneur,single,secondary,no,57815,no,yes,telephone,27,feb,2443,39,-1,1,unknown,no
49,management,divorced,unknown,no,47638,no,no,telephone,11,jan,2972,50,-1,2,success,yes
20,housemaid,divorced,primary,no,61285,no,yes,unknown,15,feb,484,40,-1,2,failure,no
44,unemployed,married,unknown,no,91390,no,no,cellular,28,sep,1459,60,302,0,other,no
92,admin.,divorced,primary,no,70438,no,no,telephone,5,jun,3988,60,-1,3,failure,yes
52,management,single,tertiary,no,85449,no,no,unknown,5,aug,3046,32,521,0,success,no
73,technician,divorced,primary,no,52850,yes,yes,cellular,17,apr,4140,25,-1,3,unknown,yes
26,technician,single,unknown,no,77069,no,no,unknown,8,feb,4748,29,-1,2,failure,yes
67,self-employed,married,unknown,no,88289,yes,no,telephone,21,oct,1749,31,292,3,unknown,no
46,entrepreneur,married,tertiary,no,15314,yes,no,cellular,20,oct,1300,11,-1,0,other,no
76,blue-collar,married,unknown,no,86568,no,no,cellular,11,nov,1523,61,-1,5,other,no
90,housemaid,divorced,primary,no,67532,yes,yes,telephone,4,jan,2814,36,-1,0,failure,no
59,housemaid,divorced,unknown,no,40648,no,no,telephone,3,dec,1240,9,637,5,success,yes
26,unemployed,single,tertiary,no,77158,yes,no,unknown,14,jul,1919,57,377,2,success,no
55,blue-collar,divorced,secondary,yes,10538,no,no,cellular,10,mar,853,60,-1,4,success,no
27,admin.,married,unknown,no,68825,yes,no,unknown,2,mar,1897,36,-1,3,success,yes
53,entrepreneur,divorced,primary,no,55432,yes,yes,cellular,22,jul,4662,60,-1,4,success,yes
22,housemaid,married,secondary,no,89690,yes,yes,telephone,30,aug,2085,62,-1,3,failure,no
67,technician,married,primary,no,60281,yes,no,telephone,31,jan,3733,61,-1,4,success,no
42,self-employed,divorced,primary,no,49827,yes,no,telephone,4,jun,2117,61,-1,3,other,no
33,admin.,single,secondary,no,49571,no,yes,cellular,6,mar,2131,5,-1,4,unknown,yes
19,unemployed,married,tertiary,no,53036,yes,yes,telephone,14,dec,3238,2,-1,3,unknown,yes
87,retired,divorced,primary,no,89963,yes,no,telephone,29,aug,541,37,-1,1,failure,no
83,technician,married,unknown,no,78368,yes,no,cellular,18,may,1747,48,-1,5,other,no
81,unemployed,divorced,primary,no,2232,no,no,unknown,15,jun,685,53,-1,5,unknown,no
22,services,married,primary,no,50564,no,no,unknown,29,nov,978,41,-1,4,other,no
45,retired,married,secondary,no,23616,yes,no,cellular,21,sep,3491,20,-1,1,other,yes
93,unknown,married,tertiary,no,10096,no,no,telephone,31,may,858,59,-1,2,other,no
63,unknown,single,primary,yes,87236,yes,no,telephone,27,nov,998,38,760,4,success,yes
28,retired,married,unknown,no,86312,no,no,unknown,31,aug,2817,43,-1,1,failure,no
29,blue-collar,married,tertiary,no,95335,yes,yes,telephone,18,jan,1711,17,-1,0,unknown,no
38,blue-collar,divorced,unknown,no,35327,no,no,telephone,12,aug,603,48,-1,2,success,no
93,blue-collar,single,tertiary,no,38851,yes,no,cellular,2,dec,4707,9,-1,3,other,yes
31,management,single,secondary,yes,77585,yes,no,cellular,23,nov,4541,55,-1,5,other,yes
88,student,married,secondary,no,13190,no,no,cellular,9,jan,2858,54,-1,1,other,yes
70,entrepreneur,married,secondary,no,-2026,no,yes,telephone,1,nov,2581,44,-1,1,failure,yes
89,technician,married,unknown,no,38236,yes,no,telephone,25,dec,3976,62,-1,4,unknown,yes
82,technician,divorced,primary,no,61215,yes,no,unknown,14,feb,4790,58,-1,5,other,no
43,student,married,secondary,no,42178,yes,yes,cellular,18,aug,510,5,-1,5,success,yes
82,retired,married,unknown,no,15233,yes,no,unknown,25,oct,480,14,-1,3,unknown,yes
31,blue-collar,divorced,primary,no,49152,no,no,telephone,11,jan,1625,8,-1,0,failure,no
40,unknown,single,unknown,no,95690,no,no,cellular,26,oct,1497,21,157,3,success,no
34,technician,divorced,secondary,no,22178,yes,no,unknown,19,may,4405,38,-1,0,failure,yes
28,blue-collar,single,unknown,no,36003,yes,no,unknown,18,apr,2499,10,-1,4,unknown,no
25,entrepreneur,divorced,secondary,no,26389,no,no,unknown,9,apr,3986,6,-1,5,success,yes
32,unemployed,divorced,secondary,no,24292,no,no,cellular,25,jul,3282,41,-1,3,unknown,no
27,management,single,unknown,no,64114,yes,no,telephone,8,oct,3558,40,-1,1,unknown,no
47,retired,divorced,secondary,no,33211,no,no,unknown,20,oct,4705,24,719,1,failure,yes
23,unemployed,single,tertiary,no,60397,yes,no,cellular,26,mar,2889,46,-1,4,failure,no
22,housemaid,divorced,primary,no,-5833,yes,no,cellular,4,oct,3818,38,327,4,failure,yes
95,admin.,single,unknown,no,64831,yes,no,cellular,13,oct,1322,27,-1,4,success,no
24,entrepreneur,divorced,tertiary,no,3607,yes,yes,telephone,22,jan,1277,5,-1,0,other,yes
23,unknown,single,secondary,no,33501,no,yes,unknown,9,apr,2879,48,-1,4,failure,no
20,entrepreneur,single,secondary,no,87985,no,no,cellular,1,jan,4435,40,-1,5,other,no
28,services,single,primary,no,29010,yes,no,telephone,13,dec,249,8,-1,0,other,yes
59,blue-collar,divorced,primary,no,68781,yes,no,telephone,16,jun,2464,12,-1,2,other,yes
82,services,divorced,unknown,no,30669,no,no,cellular,29,apr,995,19,393,4,failure,no
75,services,divorced,secondary,no,91257,no,no,cellular,26,nov,4350,12,-1,3,other,yes
63,student,divorced,tertiary,no,96629,no,no,telephone,6,sep,2549,51,-1,5,failure,no
24,unknown,married,tertiary,no,91991,no,no,cellular,9,dec,207,59,658,4,failure,no
78,student,divorced,tertiary,no,35476,yes,no,cellular,6,oct,9,6,-1,2,unknown,no
20,unknown,divorced,primary,no,26925,no,no,cellular,29,dec,3146,16,-1,3,unknown,yes
67,self-employed,married,tertiary,no,58674,no,yes,cellular,11,mar,1142,18,-1,4,success,no
49,services,divorced,unknown,no,81835,no,no,telephone,28,mar,202,63,-1,4,success,no
86,unemployed,single,primary,no,49512,yes,no,unknown,2,jan,748,40,-1,1,failure,no
41,retired,married,secondary,no,73188,yes,no,unknown,18,may,759,61,-1,5,failure,no
67,unemployed,married,unknown,no,88384,yes,no,cellular,3,jul,1699,16,-1,5,success,yes
52,unknown,single,primary,no,74721,yes,no,telephone,18,jul,3532,5,-1,1,other,yes
58,retired,married,secondary,no,32602,no,no,unknown,1,sep,4222,31,-1,1,unknown,yes
91,retired,divorced,secondary,no,19482,yes,no,telephone,5,sep,2617,52,-1,2,other,no
73,self-employed,divorced,tertiary,no,39755,yes,no,unknown,5,oct,4660,53,775,1,success,yes
50,services,divorced,secondary,no,55269,yes,no,cellular,22,jul,3892,30,-1,1,unknown,yes
52,management,single,primary,no,84707,no,no,cellular,20,apr,811,17,-1,1,success,no
72,unemployed,single,unknown,no,25069,yes,no,unknown,18,jun,3617,3,-1,4,success,yes
44,unemployed,divorced,tertiary,no,9705,no,yes,telephone,7,nov,1136,28,-1,5,unknown,no
31,technician,divorced,unknown,no,26707,yes,no,unknown,9,oct,4738,34,-1,0,success,yes
54,student,married,unknown,no,57372,yes,no,cellular,12,nov,4165,2,-1,3,other,yes
23,services,single,tertiary,no,17532,no,no,cellular,31,jul,316,59,-1,1,unknown,no
31,technician,divorced,primary,no,35989,yes,no,cellular,22,oct,849,45,722,1,success,no
50,retired,divorced,tertiary,no,20238,yes,no,unknown,1,may,2171,21,-1,3,success,yes
80,housemaid,divorced,secondary,no,100437,no,no,cellular,1,jan,3646,23,-1,0,other,no
78,blue-collar,married,secondary,no,48375,yes,no,cellular,11,sep,2716,23,-1,0,success,yes
38,student,single,unknown,no,71352,yes,no,cellular,7,feb,420,55,-1,5,success,no
50,retired,married,primary,no,49233,no,yes,telephone,13,aug,3091,46,847,2,failure,no
29,entrepreneur,divorced,tertiary,no,-6839,yes,no,telephone,31,dec,3189,6,349,0,unknown,yes
76,unknown,single,secondary,no,21028,yes,yes,unknown,7,jan,4573,20,-1,5,success,yes
37,admin.,married,secondary,no,84342,yes,yes,telephone,19,sep,1306,50,-1,3,success,yes
80,self-employed,married,primary,no,48238,no,yes,telephone,15,nov,188,23,-1,4,failure,no
83,student,divorced,primary,yes,69349,yes,no,telephone,21,aug,3687,52,-1,3,other,yes
71,entrepreneur,divorced,secondary,no,75783,yes,yes,telephone,17,sep,3456,32,-1,2,other,no
43,student,divorced,unknown,no,53705,no,no,unknown,16,nov,2554,49,-1,4,failure,no
92,admin.,divorced,primary,no,55521,yes,yes,cellular,9,oct,3404,34,-1,2,other,no
71,technician,divorced,primary,no,17974,yes,no,cellular,30,jan,879,47,-1,4,other,no
68,student,divorced,unknown,no,19422,no,no,telephone,9,oct,617,28,239,5,success,no
84,unknown,divorced,unknown,no,8424,yes,no,telephone,5,oct,1978,15,-1,5,failure,no
86,services,divorced,primary,no,24736,yes,no,unknown,3,mar,4398,56,-1,3,unknown,yes
24,self-employed,single,tertiary,no,61123,no,no,telephone,3,aug,2530,27,170,0,failure,no
86,management,divorced,secondary,no,94127,yes,no,telephone,11,nov,3144,1,-1,0,unknown,yes
77,entrepreneur,divorced,unknown,no,40393,no,no,cellular,26,nov,4899,25,-1,2,unknown,yes
34,self-employed,married,tertiary,no,58221,yes,no,cellular,5,nov,1489,26,-1,3,other,no
41,blue-collar,divorced,unknown,no,86778,no,no,cellular,1,oct,2362,16,570,0,success,yes
76,management,single,primary,no,66509,no,no,telephone,17,feb,3373,56,-1,2,unknown,yes
34,management,married,tertiary,no,20861,no,no,telephone,18,jun,743,31,-1,2,failure,no
53,unemployed,married,primary,no,22930,yes,no,cellular,18,mar,1977,24,-1,2,unknown,no
71,technician,married,secondary,no,62127,yes,no,telephone,1,jan,2731,44,-1,3,failure,no
68,technician,divorced,primary,no,23659,no,no,unknown,7,apr,1494,41,-1,1,other,no
88,admin.,divorced,unknown,no,19372,yes,no,cellular,11,nov,1083,31,-1,3,success,no
26,technician,married,tertiary,no,57111,no,no,cellular,23,aug,2153,62,545,2,success,no
41,services,single,unknown,no,61994,no,yes,unknown,21,oct,4326,62,-1,5,success,yes
94,admin.,single,tertiary,no,19864,yes,no,cellular,26,jul,2046,30,99,1,failure,yes
62,services,single,tertiary,no,-2683,yes,no,telephone,17,may,4102,45,-1,5,success,yes
37,retired,single,primary,no,76490,yes,no,telephone,13,jun,3327,4,-1,5,failure,yes
40,unemployed,divorced,primary,no,35087,no,yes,telephone,18,dec,632,28,-1,1,unknown,no
44,services,single,tertiary,no,61632,yes,no,unknown,12,apr,4496,28,-1,2,success,yes
61,unknown,single,secondary,no,10995,yes,no,unknown,5,apr,2894,26,-1,4,success,yes
40,management,single,tertiary,no,26585,yes,no,cellular,18,nov,2798,53,-1,2,unknown,yes
66,blue-collar,single,secondary,no,58652,no,no,unknown,10,may,3426,37,-1,4,unknown,no
52,technician,divorced,primary,no,5651,no,no,unknown,9,nov,205,30,-1,1,success,no
65,management,single,tertiary,no,26840,no,yes,cellular,23,dec,1237,28,-1,5,failure,yes
30,blue-collar,divorced,unknown,no,71080,no,yes,telephone,3,jan,3909,39,-1,4,success,yes
66,entrepreneur,single,primary,yes,76868,no,no,telephone,1,sep,3081,14,-1,0,success,yes
90,management,divorced,primary,no,30826,yes,no,unknown,12,feb,1915,16,-1,1,other,no
28,blue-collar,divorced,secondary,no,4605,yes,no,telephone,19,nov,2275,33,-1,3,unknown,yes
43,admin.,divorced,unknown,no,-5140,no,yes,cellular,27,feb,3047,21,-1,1,other,no
72,entrepreneur,single,secondary,no,53183,no,yes,unknown,17,nov,2371,43,-1,2,unknown,no
66,blue-collar,single,tertiary,no,68293,no,no,cellular,9,oct,2249,57,-1,3,other,no
70,management,single,tertiary,no,57304,no,no,unknown,11,jul,2711,23,79,2,other,no
61,management,single,unknown,no,36572,no,no,telephone,12,mar,1384,37,-1,5,failure,no
71,technician,divorced,unknown,no,-5569,no,no,telephone,11,apr,2804,18,-1,3,failure,yes
65,retired,divorced,unknown,no,16882,no,no,telephone,21,jun,3403,50,-1,2,success,yes
23,services,divorced,primary,no,-4042,no,no,unknown,25,nov,3491,14,-1,1,failure,no
76,unemployed,divorced,unknown,no,42846,yes,no,cellular,22,nov,3051,33,-1,1,success,yes
52,services,divorced,secondary,no,25906,yes,no,cellular,12,jul,2225,23,-1,0,success,yes
22,services,single,secondary,no,-191,yes,yes,telephone,9,mar,3222,49,830,0,success,yes
49,student,married,primary,no,58998,yes,no,cellular,3,jul,3554,16,400,4,success,yes
51,blue-collar,single,primary,no,32734,yes,no,cellular,25,oct,1526,13,-1,4,other,yes
24,unemployed,divorced,tertiary,no,97889,yes,no,cellular,30,jul,2390,49,-1,0,success,yes
95,student,divorced,primary,no,37913,no,no,unknown,2,nov,3334,36,581,3,other,yes
35,admin.,single,tertiary,no,1986,no,no,telephone,5,jan,3260,41,-1,1,unknown,yes
43,housemaid,divorced,primary,no,69558,yes,no,telephone,7,jul,2439,51,-1,4,unknown,yes
52,technician,married,unknown,no,69347,no,no,unknown,25,jan,1294,19,722,3,other,no
82,housemaid,single,unknown,no,94219,no,no,cellular,7,aug,4476,16,675,4,other,yes
75,admin.,divorced,unknown,no,68198,yes,no,telephone,1,aug,2664,63,-1,3,success,no
78,entrepreneur,single,unknown,no,31795,no,no,unknown,11,apr,2660,8,-1,1,other,yes
36,management,divorced,secondary,no,65642,no,yes,cellular,12,oct,2302,41,-1,3,unknown,no
83,self-employed,single,primary,no,79796,no,no,cellular,13,dec,3738,25,-1,5,success,yes
82,retired,single,unknown,no,48776,yes,no,cellular,16,jun,1486,9,594,5,failure,no
54,blue-collar,single,unknown,no,79414,yes,no,cellular,8,jun,4610,61,-1,4,success,yes
